id,label
1,0.8686252236366272
2,0.8905227780342102
3,0.5167003273963928
4,0.9800884127616882
5,0.08555883914232254
6,0.5872388482093811
7,0.016747118905186653
8,0.6125332713127136
9,0.27184024453163147
10,0.24940842390060425
11,0.018748817965388298
12,0.3696237802505493
13,0.7436603903770447
14,0.5597369074821472
15,0.6991736888885498
16,0.4939141869544983
17,0.7259033918380737
18,0.9932061433792114
19,0.02523886226117611
20,0.34917688369750977
21,0.9053467512130737
22,0.18946583569049835
23,0.5160561203956604
24,0.5974535942077637
25,0.8294228911399841
26,0.8366458415985107
27,0.9370185732841492
28,0.029371166601777077
29,0.7386183738708496
30,0.8397710919380188
31,0.915048360824585
32,0.15646271407604218
33,0.9177154302597046
34,0.2569240629673004
35,0.09720055013895035
36,0.45485445857048035
37,0.16279247403144836
38,0.03154700994491577
39,0.4832659661769867
40,0.07129380851984024
41,0.8661649823188782
42,0.959541380405426
43,0.7611154317855835
44,0.4550052583217621
45,0.45082420110702515
46,0.6781130433082581
47,0.2114604264497757
48,0.9250975847244263
49,0.32483288645744324
50,0.15041173994541168
51,0.05436662957072258
52,0.5232989192008972
53,0.05478999391198158
54,0.1246754452586174
55,0.0740140751004219
56,0.7284311056137085
57,0.9924532771110535
58,0.33533790707588196
59,0.8008748292922974
60,0.8935499787330627
61,0.6022957563400269
62,0.6302987337112427
63,0.4522479772567749
64,0.6267236471176147
65,0.8674153089523315
66,0.7808311581611633
67,0.3729764223098755
68,0.04409487545490265
69,0.9652527570724487
70,0.8890905976295471
71,0.40410318970680237
72,0.8186147212982178
73,0.7997037172317505
74,0.988757312297821
75,0.21395394206047058
76,0.6337236166000366
77,0.9739436507225037
78,0.9762073159217834
79,0.8209536075592041
80,0.11219611763954163
81,0.6887943148612976
82,0.41429588198661804
83,0.954201877117157
84,0.21769125759601593
85,0.973222553730011
86,0.18721315264701843
87,0.9021033048629761
88,0.8990216255187988
89,0.21519950032234192
90,0.1828392893075943
91,0.36893144249916077
92,0.0118905920535326
93,0.2675754725933075
94,0.9827166795730591
95,0.9834891557693481
96,0.43707266449928284
97,0.772316038608551
98,0.7680716514587402
99,0.04336802661418915
100,0.6023089289665222
101,0.10454023629426956
102,0.4391222596168518
103,0.22268687188625336
104,0.46591755747795105
105,0.9082484245300293
106,0.7093845009803772
107,0.30832144618034363
108,0.2786293625831604
109,0.8915727138519287
110,0.8080685138702393
111,0.7664136290550232
112,0.6025857329368591
113,0.9790992140769958
114,0.41413360834121704
115,0.47539621591567993
116,0.3699420988559723
117,0.2177807092666626
118,0.9572219848632812
119,0.23292717337608337
120,0.50491863489151
121,0.623822808265686
122,0.017683548852801323
123,0.6201528310775757
124,0.3900199830532074
125,0.033734992146492004
126,0.8472707271575928
127,0.3642543852329254
128,0.7663730978965759
129,0.20266257226467133
130,0.6053606867790222
131,0.9826533198356628
132,0.4691070020198822
133,0.5481980443000793
134,0.09648038446903229
135,0.22528691589832306
136,0.39168229699134827
137,0.29308444261550903
138,0.26959607005119324
139,0.7137024402618408
140,0.5291677713394165
141,0.38309094309806824
142,0.698360025882721
143,0.9966350197792053
144,0.6414845585823059
145,0.25737276673316956
146,0.9632536172866821
147,0.8368268013000488
148,0.8019527792930603
149,0.22358764708042145
150,0.5197131633758545
151,0.7798115015029907
152,0.3872853219509125
153,0.0058367191813886166
154,0.24348340928554535
155,0.7846956849098206
156,0.3016306757926941
157,0.043199751526117325
